series_number,part_number,item_number,level,title,call_number,object_number,priref,intellectual_entity,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
1,1.0,18,ITEM,"Item 018: Tribune negatives including Transport Workers Union of Australia meeting at Wentworth Park, Sydney, New South Wales, 1964",ON 161/Item 018,1046129,110370045,IE4515453,1964,1964-01-01 00:00:00,1964-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370045,http://archival.sl.nsw.gov.au/Details/archive/110366604,33,FL4515455|FL4515456|FL4515457|FL4515458|FL4515459|FL4515460|FL4515461|FL4515462|FL4515463|FL4515464|FL4515465|FL4515466|FL4515467|FL4515468|FL4515469|FL4515470|FL4515472|FL4515473|FL4515474|FL4515475|FL4515476|FL4515477|FL4515478|FL4515479|FL4515480|FL4515481|FL4515482|FL4515483|FL4515484|FL4515485|FL4515486|FL4515487|FL4515488,"Original negative sleeve titled No. 18 Sydney, Dec. 64.|Original negative sleeve annotated:|nos. 1-29 Transport Workers Union at Wentworth Park, Dec. 64|Includes:|T.W.U. meeting at Harold Park, Sydney, 15 December 1964.",Transport workers--Labor unions--New South Wales.|Labor unions--New South Wales--Sydney.,trade unionists|trade union officials|crowds|meetings|trade unions|posters & placards|workers,Transport Workers Union of Australia. New South Wales Branch,"Wentworth Park (Sydney, N.S.W.)"
1,1.0,26,ITEM,"Item 026: Tribune negatives including photographs of Fred Paterson, Alan Williams, and Matt Munro, and Eureka Youth League distributing pamphlets outside Sydney Cricket Ground, New South Wales, ca. 1963-1965",ON 161/Item 026,1048559,110370054,IE4516693,ca. 1963-1965,1963-01-01 00:00:00,1965-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370054,http://archival.sl.nsw.gov.au/Details/archive/110366604,34,FL4516695|FL4516696|FL4516697|FL4516698|FL4516699|FL4516700|FL4516701|FL4516702|FL4516703|FL4516704|FL4516705|FL4516706|FL4516707|FL4516708|FL4516709|FL4516710|FL4516711|FL4516712|FL4516713|FL4516714|FL4516715|FL4516716|FL4516717|FL4516718|FL4516719|FL4516720|FL4516721|FL4516722|FL4516726|FL4516727|FL4516728|FL4516729|FL4516730|FL4516732,"Original negative sleeve title illegible.|Original negative sleeve annotated:|Nos. 1-2 Aarons, Supeno[?], Alec Rob [Alec Robertson] July '63 / Meeting - Trib 10/7/63.|No. 3 NSW Uni students mascot[?].|No. 4 EYL [Eureka Youth League] Sth Africa leaflet SCG / Sth African protest, July 63.|Nos 5-6 BCF mass meet (State Office), May 63.|Includes:|Fred Patterson [Fred Paterson] & Self, Mat Munro, Students Action for Aborigines, 21 June 1965, Row 6, nos. 1-2.|Alan Williams at Central Workship [i.e. workshop], Main Roads Department, June Mills, 10 June 1965|[Women[?] for Peace rally]|[Thirroul A.S.C. Open Carnival 1964-1965 presentation of medals]",,meetings|workers|demonstrations|women|trade unionists,"Paterson, Fred, 1897-1977|Eureka Youth League (Australia)","Sydney Cricket Ground (Sydney, N.S.W.)"
1,1.0,33,ITEM,"Item 033: Tribune negatives including anti-Vietnam War demonstration, the May Queen onboard the Malaita, and bus conductor Sylvia Natt, March-April 1965",ON 161/Item 033,960075,110366606,IE468594,March-April 1965,1965-01-01 00:00:00,1965-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110366606,http://archival.sl.nsw.gov.au/Details/archive/110366604,30,FL468596|FL468598|FL468600|FL468602|FL468604|FL468607|FL468609|FL468610|FL468612|FL468613|FL468615|FL468617|FL468618|FL468620|FL468622|FL468624|FL468626|FL468627|FL468629|FL468630|FL468632|FL468634|FL468635|FL468637|FL468639|FL468641|FL468643|FL468645|FL468647|FL468649,"Includes:|May Queen at the Seamen's office, Sydney, 25 March 1965|Bus girl, Sylvia Natt, at U.A.W. [Union of Australian Women] rooms. APA Building, Martin Place. The apprenticeship Commission (?), 31 March 1965|Wharfies demo outside of Phillip Street, Court regarding : Wages hearing, 5 April 1965","Vietnam War, 1961-1975--Protest movements--Australia.|Anti-war demonstrations--Australia.",bus conductors|demonstrations|posters & placards|women|workers|wharf labourers,Malaita (ship),
1,1.0,46,ITEM,"Item 046: Tribune negatives including Waterside Workers' Federation of Australia demonstration at Australian Stevedoring Industry Authority office and demonstration regarding Georgios Papandreou, New South Wales, July 1965",ON 161/Item 046,1050977,110370171,IE4518352,July 1965,1965-07-01 00:00:00,1965-07-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370171,http://archival.sl.nsw.gov.au/Details/archive/110366604,32,FL4518354|FL4518356|FL4518357|FL4518358|FL4518360|FL4518361|FL4518363|FL4518364|FL4518365|FL4518370|FL4518372|FL4518373|FL4518374|FL4518375|FL4518376|FL4518377|FL4518378|FL4518379|FL4518380|FL4518381|FL4518382|FL4518386|FL4518388|FL4518389|FL4518390|FL4518392|FL4518396|FL4518400|FL4518401|FL4518406|FL4518409|FL4518413,"Includes:|Wharfie hostages at Fed Rooms, 14 July 1965.||Tech. college students on Youth Week, 15 July 1965, Row 2, nos. 1-3.|Trucks waiting to unload at 25 Pyrmont, Row 2, nos. 4-6 ; W.W.F. [Waterside Workers' Federation of Australia] demo. at A.S.I.A. [Australian Stevedoring Industry Authority] office re hostages, 16 July 1965.|[Greek Australian demonstration, probably demonstration at Greek Consulate regarding Papandreou, 23 July 1965].",Demonstrations--New South Wales--Sydney.|Labor unions--New South Wales--Sydney.|Greeks--New South Wales--Sydney.,demonstrations|posters & placards|workers|youth|Bedford (trucks)|card games,Waterside Workers' Federation of Australia,
1,1.0,50,ITEM,"Item 050: Tribune negatives including Mick O'Brien and Ted Roach promoting Budget Lobby Train to Canberra, Wynyard Park, Sydney, August 1965",ON 161/Item 050,1051123,110370243,IE4519451,August 1965,1965-01-01 00:00:00,1965-12-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370243,http://archival.sl.nsw.gov.au/Details/archive/110366604,31,FL4519453|FL4519466|FL4519468|FL4519471|FL4519472|FL4519477|FL4519479|FL4519482|FL4519485|FL4519486|FL4519489|FL4519496|FL4519497|FL4519501|FL4519504|FL4519506|FL4519507|FL4519512|FL4519513|FL4519516|FL4519519|FL4519521|FL4519524|FL4519527|FL4519529|FL4519531|FL4519532|FL4519535|FL4519537|FL4519538|FL4519544,"Includes:|Lobby Train trip to Canberra, 18 August 1965, Row 1.|[Mick O'Brien, from Australian Railways Union, and Ted Roach, from Waterside Workers' Federation of Australia, promoting Budget Lobby Train to Canberra, 18 August, Wynyard Park, Sydney].",Labor unions--Australia--Officials and employees.,trade union officials|workers|audiences|youth|meetings,"Roach, Edward Charles, 1909-1997|O'Brien, Michael, 1900–1967","Wynyard Park (Sydney, N.S.W.)"
1,2.0,59,ITEM,"Item 059: Tribune negatives including Sydney International Trade Fair and Vietnam War debate, Sydney, New South Wales, October 1965",ON 161/Item 059,1053937,110370348,IE4517081,October 1965,1965-01-01 00:00:00,1965-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370348,http://archival.sl.nsw.gov.au/Details/archive/110366554,36,FL4517083|FL4517086|FL4517087|FL4517088|FL4517089|FL4517090|FL4517092|FL4517094|FL4517096|FL4517099|FL4517104|FL4517107|FL4517109|FL4517110|FL4517113|FL4517114|FL4517116|FL4517118|FL4517120|FL4517122|FL4517123|FL4517127|FL4517129|FL4517130|FL4517132|FL4517134|FL4517136|FL4517140|FL4517142|FL4517144|FL4517145|FL4517147|FL4517148|FL4517150|FL4517152|FL4517153,"Includes:|Sydney International Trade Fair (October 19-30) ; Ursula Lange, Press Department of the German Democratic Republic, 20 October 1965, Row 6 and 3, no. 6.|Vietnam War debate, All Nations club, Kings X [Kings Cross] : Dr. J. Cairns, Tom Hughes, 29 October 1965.|[Sydney Harbour]|[Office workers]",Trade shows--New South Wales--Sydney.,office workers|typists|women|harbours|meetings|audiences|trade shows|textile factories|glassware|figurines,"Cairns, Jim, 1914-2003|Hughes, T. E. F. (Thomas Eyre Forrest), 1923-|Sydney Trade Fair, (3rd : 1965 : Sydney, N.S.W.)",
1,2.0,61,ITEM,"Item 061: Tribune negatives including gatherings outside Trades Hall, Goulburn Street, Sydney, and Labor Council of New South Wales, Sydney, New South Wales, ca. November 1965",ON 161/Item 061,1054482,110370369,IE4516579,ca. November 1965,1965-01-01 00:00:00,1965-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370369,http://archival.sl.nsw.gov.au/Details/archive/110366554,34,FL4516581|FL4516582|FL4516583|FL4516585|FL4516592|FL4516594|FL4516595|FL4516596|FL4516597|FL4516598|FL4516599|FL4516600|FL4516601|FL4516602|FL4516603|FL4516604|FL4516605|FL4516606|FL4516607|FL4516608|FL4516609|FL4516610|FL4516611|FL4516612|FL4516613|FL4516614|FL4516615|FL4516616|FL4516617|FL4516618|FL4516619|FL4516620|FL4516621|FL4516622,,Labor unions--New South Wales.,trade unionists|trade unions|trade union officials|workers|street scenes|city & town streets|funeral processions,,"Trades Hall (Goulburn Street, Sydney, N.S.W.)|Bulli (N.S.W.)"
1,2.0,65,ITEM,"Item 065: Tribune negatives including Soviet oil and wheat ship, Denis Kevans, and demonstration by rail and transport workers outside Treasury Building and Parliament House, Macquarie Street, Sydney, New South Wales, November 1965",ON 161/Item 065,1054973,110370410,IE4517828,November 1965,1965-01-01 00:00:00,1965-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370410,http://archival.sl.nsw.gov.au/Details/archive/110366554,32,FL4517830|FL4517831|FL4517833|FL4517834|FL4517836|FL4517839|FL4517843|FL4517845|FL4517846|FL4517847|FL4517849|FL4517851|FL4517853|FL4517855|FL4517856|FL4517858|FL4517860|FL4517861|FL4517863|FL4517865|FL4517866|FL4517868|FL4517869|FL4517870|FL4517871|FL4517873|FL4517875|FL4517876|FL4517878|FL4517879|FL4517881|FL4517884,"Includes:|Soviet wheat & oil ship. Captain Romanov, D. Kevans, 9 November 1965.|Two crew of Soviet Wheatship, 10 November 1965	.|Demo at Trades Hall & march to Government House by rail & transport workers, 12 November 1965.",Demonstrations--New South Wales--Sydney.|Transport workers--Labor unions--New South Wales.,ships' captains|ships|crews|workers|demonstrations|street scenes,"Kevans, Denis, 1939-2005","Parliament House (Sydney, N.S.W.)|Old Treasury Building (Sydney, N.S.W.)|Macquarie Street (Sydney, N.S.W.)"
1,2.0,70,ITEM,"Item 070: Tribune negatives including workers at Australian Paper Mills, and Six Hour Day March, Sydney, New South Wales, October 1965",ON 161/Item 070,1055014,110370447,IE4519106,October 1965,1965-01-01 00:00:00,1965-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370447,http://archival.sl.nsw.gov.au/Details/archive/110366554,35,FL4519108|FL4519112|FL4519114|FL4519115|FL4519116|FL4519118|FL4519119|FL4519120|FL4519121|FL4519122|FL4519125|FL4519127|FL4519132|FL4519134|FL4519139|FL4519141|FL4519142|FL4519143|FL4519144|FL4519145|FL4519146|FL4519147|FL4519149|FL4519150|FL4519151|FL4519152|FL4519154|FL4519156|FL4519158|FL4519160|FL4519161|FL4519162|FL4519163|FL4519164|FL4519165,"Includes:|6-Hour Day March, [Sydney, N.S.W.], 4 October 1965.|Workers being interviewed at APM [Australian Paper Mills], 8 October 1965.",Labor movement--New South Wales.,banners|floats (processions)|posters & placards|street scenes|pensioners|workers|processions|city & town streets,,"Park Street (Sydney, N.S.W.)"
1,2.0,79,ITEM,"Item 079: Tribune negatives including demonstration by Kavanah and English workers, and the Australian Ballet at Sydney Airport, New South Wales, November 1965-January 1966",ON 161/Item 079,1055147,110370546,IE4519308,November 1965-January 1966,1965-11-01 00:00:00,1966-01-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370546,http://archival.sl.nsw.gov.au/Details/archive/110366554,36,FL4519310|FL4519311|FL4519312|FL4519313|FL4519314|FL4519315|FL4519316|FL4519317|FL4519318|FL4519319|FL4519320|FL4519321|FL4519322|FL4519323|FL4519324|FL4519325|FL4519326|FL4519327|FL4519328|FL4519329|FL4519330|FL4519331|FL4519332|FL4519333|FL4519334|FL4519335|FL4519336|FL4519337|FL4519338|FL4519339|FL4519340|FL4519341|FL4519342|FL4519343|FL4519344|FL4519345,"Includes:|The Australian Ballet at Sydney Airport; Kathy Gorham, 20 January 1966.|Kavanah & English workers demonstrate for wage increase, 23 November 1965.",Demonstrations--New South Wales--Sydney.|Ballet companies - Australia.,demonstrations|posters & placards|workers|meetings|audiences|airports|soft toys|ballet dancers,"Australian Ballet|Gorham, Kathleen, 1932-1983",
1,2.0,81,ITEM,"Item 081: Tribune negatives including Malcolm Salmon, anti-conscription demonstration at Central Railway Station, Sydney, and meeting at Eveleigh Locomotive Workshops, New South Wales, September 1965-February 1966",ON 161/Item 081,1055200,110370578,IE4524266,September 1965-February 1966,1965-01-01 00:00:00,1966-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370578,http://archival.sl.nsw.gov.au/Details/archive/110366554,36,FL4524268|FL4524270|FL4524272|FL4524273|FL4524275|FL4524276|FL4524277|FL4524279|FL4524282|FL4524283|FL4524285|FL4524287|FL4524288|FL4524291|FL4524292|FL4524294|FL4524295|FL4524297|FL4524299|FL4524301|FL4524303|FL4524305|FL4524307|FL4524308|FL4524310|FL4524311|FL4524312|FL4524313|FL4524314|FL4524315|FL4524316|FL4524317|FL4524318|FL4524319|FL4524320|FL4524321,"Includes:|YCAC [Youth Campaign Against Conscription] demonstration at Central Railway ; Draft card burning at Belmore Park ; Demonstration at Sydney Stadium, 2 February 1966.|WWF [Waterside Workers' Federation] Meeting at Everleigh Loco Workshops [Eveleigh Locomotive Workshops]  ; Anti-Conscription demonstration at Central Railway Station ; Malcolm Salmon, 29 September 1965.","Anti-war demonstrations--New South Wales--Sydney.|Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations|posters & placards|youth|women|military police|railway stations|typesetting|conscription|workers|meetings|trade unions,"Save Our Sons Movement|Salmon, Malcolm, 1925-1986|Youth Campaign Against Conscription.","Central Railway Station (Sydney, N.S.W.)|Eveleigh Railway Workshops (Redfern, N.S.W.)"
1,2.0,83,ITEM,"Item 083: Tribune negatives including display on Northern Australia, and Save Our Sons protest, ca. 1966",ON 161/Item 083,1055235,110370600,IE4522107,ca. 1966,1966-01-01 00:00:00,1966-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370600,http://archival.sl.nsw.gov.au/Details/archive/110366554,35,FL4522109|FL4522110|FL4522111|FL4522112|FL4522113|FL4522114|FL4522115|FL4522116|FL4522117|FL4522118|FL4522119|FL4522120|FL4522121|FL4522122|FL4522123|FL4522124|FL4522125|FL4522126|FL4522127|FL4522128|FL4522129|FL4522130|FL4522131|FL4522132|FL4522133|FL4522134|FL4522135|FL4522136|FL4522137|FL4522138|FL4522139|FL4522140|FL4522141|FL4522142|FL4522143,"Includes:|Northern Australia display.|Workers studying plans.|Gathering in park, including beauty contest.|Save Our Sons protest.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney|Anti-war demonstrations--New South Wales--Sydney.",meetings|audiences|houses|children|women|workers|picnics|demonstrations|posters & placards|beauty contests,Save Our Sons Movement,
1,2.0,88,ITEM,"Item 088: Tribune negatives including traffic from Sydney Harbour Bridge, and anti-Vietnam War demonstration outside United States Consulate-General, Sydney, New South Wales, February 1966",ON 161/Item 088,1055259,110370621,IE4525375,February 1966,1966-01-01 00:00:00,1966-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370621,http://archival.sl.nsw.gov.au/Details/archive/110366554,36,FL4525377|FL4525384|FL4525386|FL4525388|FL4525390|FL4525393|FL4525394|FL4525395|FL4525396|FL4525397|FL4525398|FL4525399|FL4525400|FL4525401|FL4525402|FL4525403|FL4525404|FL4525405|FL4525406|FL4525407|FL4525408|FL4525409|FL4525410|FL4525411|FL4525412|FL4525413|FL4525414|FL4525415|FL4525416|FL4525417|FL4525418|FL4525419|FL4525420|FL4525421|FL4525422|FL4525423,"Includes:|Traffic from Harbour Bridge ; Opera House ; Wharves ; Vietnam anti-war protest demonstration outside of U.S. Consulate and at Hyde Park, Sydney.|[Teachers protest].","Anti-war demonstrations--New South Wales--Sydney.|Demonstrations--New South Wales--Sydney.|Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",workers|city & town streets|traffic|demonstrations|posters & placards,,"United States Consulate-General (7 Wynyard Street, Sydney, N.S.W.)"
1,2.0,90,ITEM,"Item 090: Tribune negatives including Tribune sellers and construction sites, Sydney, New South Wales, March 1966",ON 161/Item 090,1055262,110370624,IE4523515,March 1966,1966-01-01 00:00:00,1966-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370624,http://archival.sl.nsw.gov.au/Details/archive/110366554,34,FL4523517|FL4523518|FL4523519|FL4523520|FL4523521|FL4523522|FL4523523|FL4523524|FL4523525|FL4523526|FL4523527|FL4523528|FL4523529|FL4523530|FL4523531|FL4523532|FL4523533|FL4523534|FL4523535|FL4523536|FL4523537|FL4523538|FL4523539|FL4523540|FL4523541|FL4523542|FL4523543|FL4523544|FL4523545|FL4523546|FL4523547|FL4523548|FL4523549|FL4523550,"Includes:|Builders Labourers at the Australia Square job site (saw G. Nurmi ) ; Royal Exchange job site ; Anti Vietnam War meeting, Mosman Town Hall: Senator Lionel Murphy, QC ; Dr. Jim Cairns ; Mr. Briot, 1 March 1966.|State Governor Sir Roden Cutler, Sydney Trade Union Hall ; R. Dixon (Passport) ; Police Brutality meeting, Sydney University: Marcel Pile QC, Council for Civil Liberties: Professor Gordon Hawkins, Lecturer in Criminology at Sydney University, 7 March 1966.|Tribune Sellers: Ron Marriott, Liverpool ; Jock Graham, Cabramatta ; Jack Hill, Wynyard ; Jim Mohr, Norm Bell, Wynyard, 5 March 1966.|Tribune Sellers: Jim Stevens, Gwen George, Neos Cosmos, Bert McGill, 4 March 1966.",,newspaper sellers|meetings|construction sites|construction & demolition workers,,
1,2.0,93,ITEM,"Item 093: Tribune negatives including Yevgeny Yevtushenko at Kingsford-Smith Airport, Sydney, New South Wales, March 1966",ON 161/Item 093,1055383,110370716,IE4523677,March 1966,1966-01-01 00:00:00,1966-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370716,http://archival.sl.nsw.gov.au/Details/archive/110366554,35,FL4523679|FL4523684|FL4523686|FL4523687|FL4523690|FL4523695|FL4523696|FL4523698|FL4523699|FL4523700|FL4523702|FL4523705|FL4523707|FL4523709|FL4523711|FL4523713|FL4523715|FL4523717|FL4523720|FL4523723|FL4523726|FL4523728|FL4523729|FL4523733|FL4523736|FL4523738|FL4523740|FL4523742|FL4523745|FL4523746|FL4523747|FL4523757|FL4523760|FL4523763|FL4523769,"Original negative sleeve titled Y. Yevtushenko|Includes:|Yevgeny Yevtushenko at Mascot airport ; Oddetta [Odetta] at Sydney Town Hall Concert, 11 March 1966.",,airports|construction & demolition workers|houses|poets|pensioners,"Yevtushenko, Yevgeny Aleksandrovich, 1933-","Kingsford-Smith Airport (Sydney, N.S.W.)"
1,3.0,117,ITEM,"Item 117: Tribune negatives including Vietnam protest demonstration at Martin Place and Garden Island Dockyard, 1966",ON 161/Item 117,1255945,110373928,IE4521809,April-August 1966,1966-04-01 00:00:00,1966-08-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373928,http://archival.sl.nsw.gov.au/Details/archive/110373897,36,FL4521811|FL4521815|FL4521818|FL4521820|FL4521822|FL4521824|FL4521825|FL4521827|FL4521829|FL4521830|FL4521832|FL4521834|FL4521836|FL4521838|FL4521840|FL4521842|FL4521843|FL4521845|FL4521847|FL4521848|FL4521850|FL4521852|FL4521854|FL4521857|FL4521859|FL4521861|FL4521863|FL4521864|FL4521866|FL4521867|FL4521869|FL4521873|FL4521875|FL4521877|FL4521878|FL4521880,"Original negative sleeve titled 1966.|Includes:|CPA Ex-servicemen's protest at Anzac House regarding Yeo's allegations, April 1966.|Vietnam protest demonstration, Martin Place and Garden Island Dockyard, Bob Gould, April 1966, Row 5, nos. 2-3.|Mr. J.K. Wende, Vice President of Poland, speaking at Sydney University on ""Poland Today"", April 1966.|Ray Lewis on a Tribune stand, August 1966.|Workers at a construction site, Rows 5-6.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney|Demonstrations--New South Wales--Sydney.|Construction workers--New South Wales--Sydney",demonstrations|newspapers|construction & demolition workers,"Tribune (Newspaper)|Gould, Bob, 1937-",
1,3.0,119,ITEM,"Item 119: Tribune negatives including anti-conscription demonstration, and construction workers near Sydney Harbour, 1966?",ON 161/Item 119,1255950,110373930,IE4524169,1966?,1966-01-01 00:00:00,1966-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373930,http://archival.sl.nsw.gov.au/Details/archive/110373897,35,FL4524171|FL4524174|FL4524176|FL4524178|FL4524180|FL4524182|FL4524183|FL4524184|FL4524185|FL4524186|FL4524187|FL4524188|FL4524189|FL4524190|FL4524191|FL4524192|FL4524193|FL4524194|FL4524195|FL4524196|FL4524197|FL4524198|FL4524199|FL4524200|FL4524201|FL4524202|FL4524203|FL4524204|FL4524205|FL4524206|FL4524207|FL4524208|FL4524209|FL4524210|FL4524211,"Includes:|Anti-conscription demonstration, Row 1, nos. 1-6, and row 2, 1-4.|Construction workers from Sydney Steel Co. on a high-rise construction site near Sydney Harbour, Row 2, no. 5-row 6, no. 1.","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney|Construction workers--New South Wales--Sydney",construction & demolition workers|demonstrations,Sydney Steel Co. Ltd.,"Sydney Harbour (N.S.W.)|Sydney Harbour Bridge (Sydney, N.S.W.)"
1,3.0,120,ITEM,"Item 120: Tribune negatives including MWU demonstration concerning cleaners, and anti-conscription demonstration, 1966?",ON 161/Item 120,1255951,110373931,IE4522302,1966?,1966-01-01 00:00:00,1966-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110373931,http://archival.sl.nsw.gov.au/Details/archive/110373897,36,FL4522304|FL4522307|FL4522309|FL4522310|FL4522312|FL4522314|FL4522315|FL4522317|FL4522320|FL4522322|FL4522323|FL4522324|FL4522326|FL4522327|FL4522329|FL4522331|FL4522333|FL4522335|FL4522337|FL4522339|FL4522340|FL4522342|FL4522344|FL4522346|FL4522348|FL4522350|FL4522351|FL4522353|FL4522355|FL4522356|FL4522357|FL4522359|FL4522360|FL4522361|FL4522362|FL4522364,"Original negative sleeve titled 1966.|Includes:|MWU demonstration concerning conditions for women cleaners, Rows 1-5.|Anti-conscription demonstration, Row 6.","Demonstrations--New South Wales--Sydney.|Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations|cleaners (people)|working conditions,,
1,4.0,151,ITEM,"Item 151: Tribune negatives including unemployed queue on Clarence Street, and  workers loading concrete at the Water Board Building, Sydney, September 1966",ON 161/Item 151,1261275,110374029,IE4526840,September 1966,1966-09-11 00:00:00,1966-09-16 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374029,http://archival.sl.nsw.gov.au/Details/archive/110374028,35,FL4526916|FL4526917|FL4526919|FL4526921|FL4526924|FL4526926|FL4526927|FL4526929|FL4526931|FL4526933|FL4526934|FL4526936|FL4526938|FL4526939|FL4526940|FL4526943|FL4526944|FL4526945|FL4526948|FL4526950|FL4526951|FL4526953|FL4526955|FL4526956|FL4526957|FL4526959|FL4526960|FL4526962|FL4526964|FL4526966|FL4526967|FL4526970|FL4526972|FL4526974|FL4526975,"Original negative sleeve titled: Youth week Alex Hood, 15-9-66|Includes:|Young workers at factory machines|Unemployed queue, Clarence Street, Sydney, 11 September 1966, Row 1, nos. 4-5.|Workers loading concrete and shovelling, Water Board Building, Sydney, 14 September 1966, Rows 3-4.|Youth Week concert with Alex Hood, Sydney Technical College. Eric Aarons lecture on Cuba, at 221 William Street, Kings Cross, 16 September 1966.",,dole queues|construction & demolition workers|audiences|crowds,,
1,4.0,156,ITEM,"Item 156: Tribune negatives including railway workers and T.W.U. march, October 1966",ON 161/Item 156,1261281,110374034,IE4530203,7-11 October 1966,1966-10-07 00:00:00,1966-10-11 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374034,http://archival.sl.nsw.gov.au/Details/archive/110374028,35,FL4530205|FL4530207|FL4530208|FL4530209|FL4530211|FL4530213|FL4530215|FL4530216|FL4530218|FL4530219|FL4530222|FL4530225|FL4530229|FL4530230|FL4530232|FL4530233|FL4530234|FL4530235|FL4530236|FL4530238|FL4530240|FL4530241|FL4530243|FL4530244|FL4530245|FL4530247|FL4530249|FL4530250|FL4530252|FL4530253|FL4530254|FL4530255|FL4530257|FL4530259|FL4530260,"Original negative sleeve titled: Railway workers Brian Hass, Jim Cooper, Harry Hadfield|Includes:|Youth Week: Safe Driving Competition winner, Robert Mayes. Paddy George selling Tribune at Sydney University. Ernie Boatswain at Maritime Service Board meeting regarding Canberra Campaign Train. Brian Haas, Jim Cooper, 7 October 1966.|T.W.U. march to Parliament House, Harry Hatfield, 11 October 1966, Rows 4-6.",,demonstrations|railway workers,,
1,4.0,189,ITEM,"Item 189: Tribune negatives including Kay Engart with wool workers at Botany, March 1967",ON 161/Item 189,1269566,110374106,IE4532357,20-21 March 1967,1967-03-20 00:00:00,1967-03-21 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374106,http://archival.sl.nsw.gov.au/Details/archive/110374028,36,FL4532359|FL4532360|FL4532361|FL4532362|FL4532366|FL4532367|FL4532368|FL4532370|FL4532372|FL4532374|FL4532375|FL4532376|FL4532379|FL4532380|FL4532381|FL4532384|FL4532386|FL4532389|FL4532391|FL4532392|FL4532395|FL4532397|FL4532399|FL4532400|FL4532401|FL4532403|FL4532405|FL4532406|FL4532410|FL4532411|FL4532413|FL4532416|FL4532417|FL4532419|FL4532422|FL4532424,"Original negative sleeve titled: 21-3-67, 20-3-67.|Includes:|Kay Engart, May Queen candidate for the Combined Unions, with workers at the wool processing plant at Botany, 21 March 1967.",,meetings|trade unionists|wool industry workers,,
1,4.0,193,ITEM,"Item 193: Tribune negatives including May Queen candidates and speakers at unidentified event, March-April 1967",ON 161/Item 193,1287041,110374127,IE4536593,March-April 1967,1967-03-29 00:00:00,1967-04-03 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374127,http://archival.sl.nsw.gov.au/Details/archive/110374028,36,FL4536595|FL4536597|FL4536599|FL4536602|FL4536604|FL4536605|FL4536606|FL4536607|FL4536614|FL4536616|FL4536618|FL4536621|FL4536622|FL4536624|FL4536625|FL4536627|FL4536628|FL4536629|FL4536631|FL4536632|FL4536634|FL4536635|FL4536638|FL4536641|FL4536643|FL4536646|FL4536651|FL4536652|FL4536654|FL4536656|FL4536658|FL4536660|FL4536663|FL4536664|FL4536668|FL4536669,"Original negative sleeve titled: Ted Wheelwright, women working, woman with oxy torch - metalworkers, 3/4/67?|Includes:|May Queen candidate for the Sheet Metal Workers' Union, at Malleys Auburn, 3 April 1967.|Cynthia Lang, 17, May Queen candidate for PKIU, 29 March 1967.|Unidentified May Queen candidate.|Ted Wheelwright, Allan Ashbolt, and otherspeakers at unidentified event.",,trade unionists|industrial workers|women,"Wheelwright, E. L. (Edward Lawrence)|Sheet Metal Workers Union of Australia",
