series_number,part_number,item_number,level,title,call_number,object_number,priref,intellectual_entity,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
2,2.0,58,ITEM,"Item 0058: Tribune negatives including Garden Island workers with ""Republic of Australia"" banner, December 1975",ON 160/Item 0058,1043423,110369203,IE4503446,December 1975,1975-01-01 00:00:00,1975-12-31 00:00:00,4 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369203,http://archival.sl.nsw.gov.au/Details/archive/110369195,4,FL4503465|FL4503468|FL4503470|FL4503471,"Includes:|Whitlam rally, December 1975|Republic of Australia banner|Garden Island workers with ""Republic of Australia"" banner|Original negative sleeve titled 12.12.75",,banners|workers|portraits,,
2,3.0,124,ITEM,"Item 0124: Tribune negatives including dockyard workers demonstration, Parliament House, Sydney, New South Wales and city buildings, September 1976",ON 160/Item 0124,1043582,110369314,IE4501817,September 1976,1976-01-01 00:00:00,1976-12-31 00:00:00,23 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369314,http://archival.sl.nsw.gov.au/Details/archive/110369261,23,FL4501867|FL4501868|FL4501869|FL4501870|FL4501871|FL4501872|FL4501873|FL4501874|FL4501875|FL4501876|FL4501877|FL4501878|FL4501879|FL4501880|FL4501881|FL4501882|FL4501883|FL4501884|FL4501885|FL4501886|FL4501887|FL4501888|FL4501889,"Includes:|Melville|Dockyard workers demonstration at Parliament House, September 1976|Clempton Cottage|City buildings",,industrial workers|demonstrations|city & town buildings,,
2,3.0,126,ITEM,"Item 0126: Tribune negatives including BHP Wollongong, New South Wales, [ca. 1976]",ON 160/Item 0126,1043584,110369316,IE4503980,ca. 1976,1976-01-01 00:00:00,1976-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369316,http://archival.sl.nsw.gov.au/Details/archive/110369261,12,FL4504018|FL4504019|FL4504020|FL4504022|FL4504024|FL4504029|FL4504032|FL4504033|FL4504036|FL4504037|FL4504038|FL4504039,Includes:|Alex Griffiths|BHP Wollongong|Original negative sleeve titled Wollongong,,industrial areas|iron & steel works|plant (industrial),,
2,3.0,132,ITEM,"Item 0132: Tribune negatives including BHP and basic oxygen supply plant in Wollongong, New South Wales, [ca. 1976]",ON 160/Item 0132,1043702,110369324,IE4503079,ca. 1976,1976-01-01 00:00:00,1976-12-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369324,http://archival.sl.nsw.gov.au/Details/archive/110369261,32,FL4503176|FL4503177|FL4503181|FL4503182|FL4503183|FL4503185|FL4503186|FL4503187|FL4503189|FL4503190|FL4503192|FL4503194|FL4503196|FL4503198|FL4503200|FL4503202|FL4503203|FL4503205|FL4503207|FL4503209|FL4503210|FL4503211|FL4503213|FL4503215|FL4503216|FL4503218|FL4503220|FL4503221|FL4503224|FL4503227|FL4503230|FL4503231,Includes:|Basic oxygen supply plant (Wollongong)|Wollongong (BHP)|(Working) Women's Centre (Melbourne)|Richard Walsham (at Minto)|Original negative sleeve titled Trib[une],,plant (industrial)|industrial areas|iron & steel works,,
2,4.0,151,ITEM,"Item 0151: Tribune negatives including striking workers at metal manufacturer, [ca. 1976-1977]",ON 160/Item 0151,1045032,110369352,,ca. 1976-1977,1976-01-01 00:00:00,1977-12-31 00:00:00,6 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369352,http://archival.sl.nsw.gov.au/Details/archive/110369351,0,,"Includes:|Metal manufacturers, striking workers",,strikes|industrial workers,,
2,4.0,158,ITEM,"Item 0158b: Tribune negatives including Amalgamated Metal Workers and Shipwrights Union march on arbitration, Melbourne, Victoria, [ca. 1976-1977]",ON 160/Item 0158b,1045204,110369363,IE4498638,ca. 1976-1977,1976-01-01 00:00:00,1976-12-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369363,http://archival.sl.nsw.gov.au/Details/archive/110369351,33,FL4498785|FL4498786|FL4498787|FL4498788|FL4498789|FL4498790|FL4498791|FL4498792|FL4498793|FL4498794|FL4498795|FL4498796|FL4498797|FL4498798|FL4498799|FL4498800|FL4498801|FL4498802|FL4498803|FL4498804|FL4498805|FL4498806|FL4498807|FL4498808|FL4498809|FL4498810|FL4498811|FL4498812|FL4498813|FL4498814|FL4498815|FL4498816|FL4498817,Includes:|Amalgamated Metal Workers and Shipwrights Union march on arbitration ...? Melbourne|Arbitration march of Amalgamated Metal Workers and Shipwrights Union|Multinationals,,demonstrations|shipwrights|metalworkers,,
2,4.0,167,ITEM,"Item 0167: Tribune negatives including unionists at Arbitration Commission and Victoria Rail workshops, Newport, Victoria, April 1977",ON 160/Item 0167,1045208,110369367,IE4496344,April 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369367,http://archival.sl.nsw.gov.au/Details/archive/110369351,19,FL4496446|FL4496451|FL4496453|FL4496455|FL4496458|FL4496459|FL4496460|FL4496464|FL4496465|FL4496466|FL4496467|FL4496468|FL4496469|FL4496470|FL4496471|FL4496479|FL4496480|FL4496484|FL4496490,"Includes:|Rob Jolly (Victoria), April 1977|David Uren (Victoria), April 1977|Unionists at Arbitration Commission, April 1977|Newport Rail memberships?, April 1977|Bill Richardson, president Australian Council of Salaried and Professional Associations, April 1977|Railways - Victoria Rail Newport rail workshops, April 1977|Original negative sleeve titled VIC : D. Uren, Newport Railway, unionists, Rob Jolly, Bill Richardson, VIC - Trib file 4/4/77",,railways|workshops|trade unionists,,
2,4.0,184,ITEM,"Item 0184: Tribune negatives including CBC Bank and Spanish workers taking petition to Spanish Consul, [ca. 1976-1977]",ON 160/Item 0184,1045222,110369381,IE4498419,ca. 1976-1977,1976-01-01 00:00:00,1977-12-31 00:00:00,29 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369381,http://archival.sl.nsw.gov.au/Details/archive/110369351,29,FL4498533|FL4498535|FL4498537|FL4498538|FL4498540|FL4498542|FL4498543|FL4498545|FL4498548|FL4498551|FL4498553|FL4498555|FL4498556|FL4498558|FL4498560|FL4498562|FL4498565|FL4498567|FL4498570|FL4498571|FL4498573|FL4498574|FL4498576|FL4498577|FL4498578|FL4498581|FL4498583|FL4498584|FL4498589,"Includes:|Paddy wagon|CBC Bank|Coles|Cats, Squeaker & Shandy|White Bay Power Station|Derelicts, Belmore Park|Pearl Schofield (Liverpool Health Centre)|Spanish workers taking petition to Spanish Consul|Liverpool Women's Health Centre|Worker : Pearl Schofield",,banks|workers|petitions,,
2,4.0,198,ITEM,"Item 0198: Tribune negatives including right to work picket at Dunlop, June 1977",ON 160/Item 0198,1045251,110369401,IE4499778,June 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,19 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369401,http://archival.sl.nsw.gov.au/Details/archive/110369351,19,FL4499846|FL4499849|FL4499853|FL4499855|FL4499857|FL4499860|FL4499861|FL4499863|FL4499866|FL4499869|FL4499871|FL4499873|FL4499877|FL4499880|FL4499883|FL4499884|FL4499887|FL4499890|FL4499893,"Includes:|Dunlop, right to work picket, 4 June 1977",,pickets|workers|shoe factories,,
2,5.0,206,ITEM,"Item 0206: Tribune negatives including Amalgamated Metal Workers and Shipwrights Union at Wollongong IRB, July 1977",ON 160/Item 0206,1045261,110369410,IE4498872,July 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,14 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369410,http://archival.sl.nsw.gov.au/Details/archive/110369404,14,FL4498911|FL4498912|FL4498913|FL4498914|FL4498915|FL4498916|FL4498917|FL4498918|FL4498919|FL4498920|FL4498921|FL4498922|FL4498923|FL4498924,"Includes:|Amalgamated Metal Workers and Shipwrights Union, at Wollongong IRB f., 19 July 1977|Central Intelligence Agency meeting, Sydney T.H. f., 19 June 1977",,metalworkers|shipwrights|meetings,,
2,5.0,232,ITEM,"Item 0232: Tribune negatives including building workers on the job, [ca. 1976-1977]",ON 160/Item 0232,1045328,110369451,IE4513894,ca. 1976-1977,1976-01-01 00:00:00,1977-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369451,http://archival.sl.nsw.gov.au/Details/archive/110369404,12,FL4513922|FL4513923|FL4513924|FL4513925|FL4513926|FL4513930|FL4513931|FL4513932|FL4513934|FL4513936|FL4513938|FL4513940,Includes:|Building workers on the job (stock),,"construction & demolition workers|buildings, structures & establishments",,
2,5.0,246,ITEM,"Item 0246: Tribune negatives including sacking meeting at Chrysler, July 1977",ON 160/Item 0246,1045347,110369468,IE4509910,July 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,9 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369468,http://archival.sl.nsw.gov.au/Details/archive/110369404,9,FL4509912|FL4509914|FL4509915|FL4509916|FL4509918|FL4509919|FL4509920|FL4509921|FL4509922,"Includes:|Chrysler - sacking meeting, July 1977",,meetings|workers,,
2,6.0,256,ITEM,"Item 0256: Tribune negatives including social work demonstration, University of Sydney, New South Wales, August 1977",ON 160/Item 0256,1045365,110369482,IE4508675,August 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369482,http://archival.sl.nsw.gov.au/Details/archive/110369472,35,FL4508677|FL4508678|FL4508679|FL4508680|FL4508681|FL4508682|FL4508683|FL4508684|FL4508685|FL4508686|FL4508687|FL4508688|FL4508689|FL4508690|FL4508691|FL4508692|FL4508693|FL4508694|FL4508695|FL4508696|FL4508697|FL4508698|FL4508699|FL4508700|FL4508701|FL4508702|FL4508703|FL4508704|FL4508705|FL4508706|FL4508707|FL4508708|FL4508709|FL4508710|FL4508711,"Includes:|Fred Nichol, August 1977|Pollution, smoking chimney, August 1977|John Carrol, August 1977|Social work demonstration, Sydney University, August 1977|Sydney University social work demonstration, August 1977|Petra Kelley, August 1977",,demonstrations|welfare workers,,University of Sydney (N.S.W.)
2,6.0,263,ITEM,"Item 0263: Tribune negatives including right to work demonstration, Sydney, New South Wales, August 1977",ON 160/Item 0263,1045375,110369490,IE4510987,August 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369490,http://archival.sl.nsw.gov.au/Details/archive/110369472,34,FL4510989|FL4510995|FL4510996|FL4510997|FL4510998|FL4511000|FL4511001|FL4511002|FL4511005|FL4511006|FL4511009|FL4511013|FL4511018|FL4511021|FL4511023|FL4511025|FL4511027|FL4511029|FL4511030|FL4511031|FL4511032|FL4511033|FL4511034|FL4511035|FL4511037|FL4511038|FL4511039|FL4511040|FL4511041|FL4511042|FL4511044|FL4511046|FL4511049|FL4511052,"Includes:|Right to work demonstration, Sydney, August 1977|Robbo|Aileen Beaver, August 1977",,demonstrations|workers,,
2,6.0,282,ITEM,"Item 0282: Tribune negatives including South African Tourist Bureau occupation, and power workers support rally, Sydney, New South Wales, November 1977",ON 160/Item 0282,1045408,110369512,IE4506864,November 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369512,http://archival.sl.nsw.gov.au/Details/archive/110369472,30,FL4506866|FL4506867|FL4506868|FL4506869|FL4506870|FL4506871|FL4506872|FL4506873|FL4506874|FL4506875|FL4506876|FL4506877|FL4506878|FL4506879|FL4506880|FL4506881|FL4506882|FL4506883|FL4506884|FL4506885|FL4506886|FL4506887|FL4506888|FL4506889|FL4506890|FL4506891|FL4506892|FL4506893|FL4506894|FL4506895,"Includes:|South African Tourist Bureau occupation, Sydney, November 1977|Max Thomas|Ray Thomas, November 1977|Latrobe, power workers support rally, Sydney, November 1977|Judy Mundey, November 1977|Power workers (La Trobe), Sydney, support rally, November 1977",,demonstrations|industrial workers|rallies,"Mundey, Judith Ann, 1944-",
3,1.0,315,ITEM,"Item 0315: Tribune negatives including teachers rally and postal workers stop work meeting, Sydney, New South Wales, March 1978",ON 160/Item 0315,1045467,110369547,IE4364111,March 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,28 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369547,http://archival.sl.nsw.gov.au/Details/archive/110369529,28,FL4364229|FL4364230|FL4364231|FL4364232|FL4364233|FL4364234|FL4364235|FL4364236|FL4364237|FL4364241|FL4364242|FL4364243|FL4364244|FL4364245|FL4364247|FL4364248|FL4364249|FL4364252|FL4364253|FL4364256|FL4364257|FL4364258|FL4364259|FL4364260|FL4364261|FL4364262|FL4364264|FL4364267,"Includes:|Teachers, unemployed rally, Sydney, March 1978|Postal workers stop work meeting, March 1978|Unemployed teachers rally, Sydney, March 1978",,rallies|meetings|teachers|postal workers,,
3,1.0,316,ITEM,"Item 0316: Tribune negatives including villa construction at Minto, New South Wales and postal workers return to work meeting, March-April 1978",ON 160/Item 0316,1045468,110369548,IE4364345,March-April 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,37 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369548,http://archival.sl.nsw.gov.au/Details/archive/110369529,37,FL4364507|FL4364509|FL4364513|FL4364517|FL4364519|FL4364520|FL4364521|FL4364523|FL4364526|FL4364529|FL4364532|FL4364534|FL4364535|FL4364537|FL4364538|FL4364540|FL4364541|FL4364543|FL4364545|FL4364547|FL4364550|FL4364554|FL4364555|FL4364557|FL4364561|FL4364563|FL4364565|FL4364567|FL4364569|FL4364571|FL4364572|FL4364575|FL4364580|FL4364584|FL4364586|FL4364588|FL4364589,"Includes:|Postal workers return to work meeting, March 78, April 1978|Garbage from Melbourne strike, March 1978 / April 1978|Melbourne garbage during March 78 strike, April 1978|Metal workers, Melbourne, national wage campaign, April 1978|Housing Commission - villa construction at Minto, April 1978|Merv Hawkins, April 1978",,public housing|house construction|meetings|postal workers,,
3,1.0,328,ITEM,"Item 0328: Tribune negatives including postal workers meeting, Redfern, New South Wales, April 1978",ON 160/Item 0328,1045483,110369559,IE4364084,April 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369559,http://archival.sl.nsw.gov.au/Details/archive/110369529,27,FL4364163|FL4364164|FL4364166|FL4364167|FL4364168|FL4364170|FL4364174|FL4364175|FL4364176|FL4364179|FL4364180|FL4364182|FL4364183|FL4364187|FL4364188|FL4364189|FL4364192|FL4364193|FL4364198|FL4364200|FL4364202|FL4364204|FL4364206|FL4364208|FL4364210|FL4364213|FL4364214,"Includes:|Postal workers meeting, Redfern, April 1978|Building workers on sites, April 1978",,postal workers|meetings,,
3,1.0,341,ITEM,"Item 0341: Tribune negatives including MAUM dockyard meeting, Melbourne, Victoria, June 1978",ON 160/Item 0341,1045499,110369573,IE4552974,June 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,27 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369573,http://archival.sl.nsw.gov.au/Details/archive/110369529,27,FL4553032|FL4553035|FL4553037|FL4553040|FL4553042|FL4553044|FL4553046|FL4553048|FL4553050|FL4553051|FL4553054|FL4553056|FL4553058|FL4553060|FL4553064|FL4553068|FL4553070|FL4553071|FL4553072|FL4553073|FL4553075|FL4553077|FL4553081|FL4553082|FL4553084|FL4553085|FL4553086,"Includes:|MAUM [?] - dockyard meeting, Melbourne, June 1978|Disarmament demonstration, Sydney, June 1978",,meetings|workers,,
3,2.0,369,ITEM,"Item 0369: Tribune negatives including Judy Mundey and Tribune staff, September 1978",ON 160/Item 0369,1045542,110369602,IE4552625,September 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369602,http://archival.sl.nsw.gov.au/Details/archive/110369583,34,FL4552685|FL4552686|FL4552687|FL4552688|FL4552689|FL4552690|FL4552691|FL4552692|FL4552693|FL4552694|FL4552695|FL4552696|FL4552697|FL4552698|FL4552699|FL4552700|FL4552701|FL4552702|FL4552703|FL4552704|FL4552705|FL4552706|FL4552707|FL4552708|FL4552709|FL4552710|FL4552711|FL4552712|FL4552713|FL4552714|FL4552715|FL4552716|FL4552717|FL4552718,"Includes:|Judy Mundy [Judy Mundey], September 1978|Tribune staff, September 1978",,workers|women,"Mundey, Judith Ann, 1944-",
3,2.0,370,ITEM,"Item 0370: Tribune negatives including Eden Park child care and Water Board workers stop work meeting, Sydney, New South Wales, September 1978",ON 160/Item 0370,1045543,110369603,IE4553639,September 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369603,http://archival.sl.nsw.gov.au/Details/archive/110369583,34,FL4553722|FL4553726|FL4553728|FL4553729|FL4553731|FL4553734|FL4553737|FL4553739|FL4553740|FL4553741|FL4553749|FL4553759|FL4553762|FL4553765|FL4553770|FL4553774|FL4553777|FL4553779|FL4553780|FL4553781|FL4553782|FL4553784|FL4553787|FL4553790|FL4553792|FL4553796|FL4553798|FL4553801|FL4553803|FL4553805|FL4553814|FL4553819|FL4553821|FL4553824,"Includes:|Prisons seminar, Sydney, September 1978|Water Board workers, stop work meeting, Sydney, September 1978|Child Care, Eden Park, September 1978|Eden Park child care, September 1978",,child-care centres|workers|meetings,,
3,2.0,375,ITEM,"Item 0375: Tribune negatives including APM meetings, Botany Bay, New South Wales, October 1978",ON 160/Item 0375,1045548,110369608,IE4552983,October 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,40 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369608,http://archival.sl.nsw.gov.au/Details/archive/110369583,40,FL4553062|FL4553063|FL4553065|FL4553066|FL4553067|FL4553069|FL4553074|FL4553076|FL4553078|FL4553079|FL4553080|FL4553083|FL4553087|FL4553090|FL4553091|FL4553092|FL4553094|FL4553096|FL4553098|FL4553101|FL4553103|FL4553105|FL4553106|FL4553108|FL4553111|FL4553114|FL4553116|FL4553117|FL4553119|FL4553122|FL4553124|FL4553126|FL4553129|FL4553131|FL4553133|FL4553134|FL4553136|FL4553139|FL4553141|FL4553142,"Includes:|Botany Bay, photos of foreshore, October 1978|APM meetings etc., October 1978",,meetings|workers,,
