series_number,part_number,item_number,level,title,call_number,object_number,priref,intellectual_entity,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
1,14.0,664,ITEM,"Item 664: Tribune negatives including demonstration calling for the release of Angela Davis, trade unions' amalgamation meeting, demonstration calling for a variety of social justice issues, demonstration against the United States of America's use of bombs in Vietnam, a small demonstration demanding troops serving in Vietnam get out of Vietnam, n.d.",ON 161/Item 664,1344359,110374980,IE4581314,,1900-01-01 00:00:00,1900-01-01 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374980,http://archival.sl.nsw.gov.au/Details/archive/110366672,36,FL4581450|FL4581451|FL4581452|FL4581453|FL4581454|FL4581455|FL4581456|FL4581457|FL4581458|FL4581459|FL4581460|FL4581461|FL4581462|FL4581463|FL4581464|FL4581465|FL4581466|FL4581467|FL4581468|FL4581469|FL4581470|FL4581471|FL4581472|FL4581473|FL4581474|FL4581475|FL4581476|FL4581477|FL4581478|FL4581479|FL4581480|FL4581481|FL4581482|FL4581483|FL4581484|FL4581485,"Includes:|Demonstration calling for the release of Angela Davis, outside the US Embassy, Row 1 no. 1-5.|Flow chart from the trade unions' amalgamation meeting, and the table of speakers from the meeting, Row 1 no. 6, row 2 no. 1-3.|Demonstration calling for a variety of social justice issues including the release of Angela Davis, pensioners, workers' compensation, and the Vietnam War, attended by a variety of unions marching in procession, Row 2 no. 4-6. rows 3-4, row 5 no. 1-3.|Demonstration against the United States of America's use of bombs in Vietnam, Row 5 no. 4-6, row 6 no. 1.|A small demonstration of university students in the University of Sydney quadrangle demanding troops serving in Vietnam get out of Vietnam, Row 6 no. 2-6.",,processions|demonstrations|posters & placards|trade unions|Vietnam War|university students,,University of Sydney (N.S.W.)
1,14.0,665,ITEM,"Item 665: Tribune negatives including members of the University of Sydney's labour club, a petition presented to the United Nations requesting that they investigate the death of George L. Jackson, unidentified people, Petition calling for improvements to refugee aid, n.d.",ON 161/item 665,1344369,110374988,IE4582695,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374988,http://archival.sl.nsw.gov.au/Details/archive/110366672,36,FL4582773|FL4582774|FL4582775|FL4582776|FL4582777|FL4582778|FL4582779|FL4582780|FL4582781|FL4582782|FL4582783|FL4582784|FL4582785|FL4582786|FL4582787|FL4582788|FL4582789|FL4582790|FL4582791|FL4582792|FL4582793|FL4582794|FL4582795|FL4582796|FL4582797|FL4582798|FL4582799|FL4582800|FL4582801|FL4582802|FL4582803|FL4582804|FL4582805|FL4582806|FL4582807|FL4582808,"Includes:|Members of the University of Sydney's labour club, awaiting the arrival of the rest of the group, before commencing a meeting, Rows 1-2, row 3 no. 1-2.|A petition presented to the United Nations requesting that they investigate the death of George L. Jackson, which was taken by the state of California in the USA by death penalty, describing it as ""an insult to the intelligence to all mankind"", Row 3 no. 2-6, row 4, row 5 no. 1-2.|Unidentified people, Row 5 no. 3-6, row 6 no. 1-3.|Petition in Martin Place calling for improvements to refugee aid, signs read """"Our aid for refugees is mean and deceptive sign our letter to the government"", ""Sign our letter to the government and your local MP"", Row 6 no. 4-5.|Students on the lawn of the Univeristy of Sydney, and coming out of a building, Row 6 no. 6.",,petitions|crowds|posters & placards,United Nations.,University of Sydney (N.S.W.)
1,14.0,666,ITEM,"Item 666: Tribune negatives including a public meeting at the University of Sydney, demonstration against British Imperialism and for Irish independence, Vicar of Wakefield Hotel, n.d.",ON 161/item 666,1344376,110374994,IE4584929,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374994,http://archival.sl.nsw.gov.au/Details/archive/110366672,33,FL4585011|FL4585012|FL4585013|FL4585014|FL4585015|FL4585017|FL4585018|FL4585019|FL4585020|FL4585021|FL4585022|FL4585023|FL4585024|FL4585025|FL4585026|FL4585027|FL4585028|FL4585029|FL4585030|FL4585031|FL4585032|FL4585033|FL4585034|FL4585035|FL4585036|FL4585037|FL4585038|FL4585039|FL4585040|FL4585041|FL4585042|FL4585043|FL4585044,"Includes:|Speaker addressing a seated audience from behind, probably at a public meeting at the University of Sydney, Row 1.|Demonstration against British Imperialism and for Irish independance, banners reading ""Defeat British Imperialism"", ""Ireland divided will never be peace"", ""Ireland for the Irish"", ""Victory to the Irish people!"", ""British Imperialist troops out now!"". Rows 2-4, row 5 no. 1-2.|Vicar of Wakefield Hotel, exterior and interior, Row 5 no. 3-6, row 6.",,processions|posters & placards|crowds|vacant buildings|historic buildings,,University of Sydney (N.S.W.)
1,15.0,711,ITEM,"Item 711: Tribune negatives including a group of unidentified people meeting at an airport, a non-denominational gathering of Christians (ie a church), portraits of unidentified speakers, portraits of unidentified people, n.d.",ON 161/Item 711,1344496,110375093,IE4579497,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110375093,http://archival.sl.nsw.gov.au/Details/archive/110366677,42,FL4579594|FL4579596|FL4579599|FL4579600|FL4579603|FL4579605|FL4579606|FL4579607|FL4579609|FL4579612|FL4579613|FL4579616|FL4579617|FL4579620|FL4579622|FL4579624|FL4579625|FL4579628|FL4579629|FL4579633|FL4579635|FL4579636|FL4579638|FL4579639|FL4579640|FL4579642|FL4579645|FL4579646|FL4579647|FL4579649|FL4579650|FL4579653|FL4579655|FL4579658|FL4579659|FL4579660|FL4579661|FL4579662|FL4579665|FL4579666|FL4579668|FL4579669,"Includes:|A group of unidentified people meeting at an airport, Row 1 no. 2-6, row 2 no. 1-2.|A non-denominational gathering of Christians, creating a church, Row 2 no. 3-5.|Portraits of unidentified speakers at an unidentified speakers at the Univeristy of Sydney, 1 landscape of the audience sitting on the lawn outside the Fisher Library, Row 2 no. 6, row 3-4, row 5 no. 1.|Portraits of unidentified people, Row 5 no. 2-6, row 6-7.",,portraits|groups (people)|posters & placards|audiences,,University of Sydney (N.S.W.)
1,15.0,714,ITEM,"Item 714: Tribune negatives including an unidentified man wearing a badge, Nigla A-NA Moratorium for Black Rights demonstration and public meeting, 1972",ON 161/Item 714,1344519,110375113,IE4587469,1972,1972-01-01 00:00:00,1972-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110375113,http://archival.sl.nsw.gov.au/Details/archive/110366677,42,FL4587514|FL4587515|FL4587516|FL4587517|FL4587518|FL4587519|FL4587520|FL4587521|FL4587522|FL4587523|FL4587524|FL4587525|FL4587526|FL4587527|FL4587528|FL4587529|FL4587530|FL4587531|FL4587532|FL4587533|FL4587534|FL4587535|FL4587536|FL4587537|FL4587538|FL4587539|FL4587540|FL4587541|FL4587542|FL4587543|FL4587544|FL4587545|FL4587546|FL4587547|FL4587548|FL4587549|FL4587550|FL4587551|FL4587552|FL4587553|FL4587554|FL4587555,"Includes:|Unidentified man wearing a badge.|Nigla A-NA Moratorium for Black Rights demonstration and public meeting in the Lower Sydney Town Hall, the streets of Sydney, and the University of Sydney. Banner reads ""Nigla N-NA Moritorium for Black Rights Land Rights Now"", Aboriginal man wearing a sign reading "" Warning: this is an Aboriginal relic. Interference with the relic in any way carries a maximum penalty of $200"". Speakers at the University of Sydney lawn outside the Fisher library in front of crowds of students, waving flags. People marching through streets with Aboriginal flags and posteres reading ""Black control for black destiny"", ""Aboriginal Land rights now"".",,land rights|demonstrations|crowds|posters & placards|portraits|processions|audiences|Aboriginal peoples (Australians)|streetscapes,,University of Sydney (N.S.W.)
1,15.0,716,ITEM,"Item 716: Tribune negatives including an unidenified meeting at the Lower Sydney Town Hall, a demonstration against conscription, n.d.",ON 161/Item 716,1344524,110375116,IE4587227,[n.d.],1970-01-01 00:00:00,1972-12-31 00:00:00,42 negatives,http://archival.sl.nsw.gov.au/Details/archive/110375116,http://archival.sl.nsw.gov.au/Details/archive/110366677,42,FL4587272|FL4587273|FL4587274|FL4587275|FL4587276|FL4587277|FL4587278|FL4587279|FL4587280|FL4587281|FL4587282|FL4587283|FL4587284|FL4587285|FL4587286|FL4587287|FL4587288|FL4587289|FL4587290|FL4587291|FL4587292|FL4587293|FL4587294|FL4587295|FL4587296|FL4587297|FL4587298|FL4587299|FL4587300|FL4587301|FL4587302|FL4587303|FL4587304|FL4587305|FL4587306|FL4587307|FL4587308|FL4587309|FL4587310|FL4587311|FL4587327|FL4587337,"Includes:|Unidenified meeting at the Lower Sydney Town Hall, including the audience and the speakers, Row 1 no. 1-3.|Students break into unidentified building by climbing on to the roof of the ground floor with a ladder, and then entering the top floor via an open window, using another lader as a bridge, once inside they barricade the doors and sleep on the floor, having a meeting the next day, Row 1 no. 4-6, row 2.|Press conference with unidentified man, Row 3 no. 1-2.|Portrait of unidentified person, Row 3 no. 3.|Three unidentified men, looking at a brochure, in unidentified room, Row 3 no. 4-6.|Demonstration against conscription through the streets of Sydney, and with a gathering on the lawn at the University of Sydney, with banners reading ""National anti-conscription campaign"", Row 4-7.",,audiences|processions|crowds|posters & placards|conscription,,University of Sydney (N.S.W.)
2,1.0,18,ITEM,"Item 0018: Tribune negatives including Vietnam demonstration at University of Sydney, New South Wales, 1975",ON 160/Item 0018,1038214,110369160,IE4497055,1975,1975-01-01 00:00:00,1975-12-31 00:00:00,30 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369160,http://archival.sl.nsw.gov.au/Details/archive/110368842,30,FL4497115|FL4497116|FL4497117|FL4497118|FL4497122|FL4497125|FL4497126|FL4497127|FL4497128|FL4497130|FL4497132|FL4497134|FL4497136|FL4497141|FL4497142|FL4497144|FL4497146|FL4497147|FL4497148|FL4497149|FL4497152|FL4497154|FL4497155|FL4497157|FL4497160|FL4497161|FL4497163|FL4497165|FL4497166|FL4497168,"Includes:|Bicycle demonstration, February 1975|Alex Carey|Dien|Vietnam demonstration at Sydney University|Original negative sleeve titled Bike demo 27.2.1975, ABC house","Vietnam War, 1961-1975--Protest movements--New South Wales--Sydney",demonstrations|nurses|students,,University of Sydney (N.S.W.)
2,1.0,26,ITEM,"Item 0026: Tribune negatives including political economy demonstration at University of Sydney, March-April 1975",ON 160/Item 0026,1043324,110369169,IE4486788,March-April 1975,1975-01-01 00:00:00,1975-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369169,http://archival.sl.nsw.gov.au/Details/archive/110368842,17,FL4486790|FL4486791|FL4486792|FL4486793|FL4486794|FL4486795|FL4486796|FL4486797|FL4486798|FL4486799|FL4486800|FL4486801|FL4486802|FL4486803|FL4486804|FL4486805|FL4486806,"Includes:|Political Economy demonstration (Sydney University)|Joe Petty, April 1975|Original negative sleeve titled Vietnamese women, Syd Uni pol econ [?] 75, March? 1975",Student movements--New South Wales--Sydney.,demonstrations|students,,University of Sydney (N.S.W.)
2,3.0,134,ITEM,"Item 0134: Tribune negatives including land rights demonstration and University of Sydney students, September 1976",ON 160/Item 0134,1043895,110369326,IE4504043,September 1976,1976-01-01 00:00:00,1976-12-31 00:00:00,17 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369326,http://archival.sl.nsw.gov.au/Details/archive/110369261,17,FL4504117|FL4504120|FL4504123|FL4504127|FL4504128|FL4504130|FL4504132|FL4504134|FL4504136|FL4504138|FL4504141|FL4504142|FL4504144|FL4504146|FL4504148|FL4504151|FL4504153,"Includes:|Sydney University student (woman)|Land rights demonstration, September 1976|Political economy : see Sydney University|Trees, Ulmus Pansfolia",,land rights|demonstrations|university students,,University of Sydney (N.S.W.)
2,4.0,171,ITEM,"Item 0171: Tribune negatives including Tertiary Education Assistance Scheme strike rally, University of Sydney and Dave McKnight rock climbing, May 1977",ON 160/Item 0171,1045210,110369369,IE4495960,May 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369369,http://archival.sl.nsw.gov.au/Details/archive/110369351,26,FL4496017|FL4496018|FL4496019|FL4496020|FL4496021|FL4496022|FL4496023|FL4496024|FL4496025|FL4496026|FL4496027|FL4496028|FL4496029|FL4496030|FL4496031|FL4496032|FL4496033|FL4496034|FL4496035|FL4496036|FL4496037|FL4496038|FL4496039|FL4496040|FL4496041|FL4496042,"Includes:|Education, Tertiary Education Assistance Scheme strike, May 1977|Steve Bolt, Sydney University state rally, May 1977|Tertiary Education Assistance Scheme strike rally, Sydney University, May 1977|Rock climbing, Dave McKnight, May 1977|D. McKnight, rock climbing, May 1977|Mary Krone, May 1977",,strikes|universities|rock-climbing,,University of Sydney (N.S.W.)
2,6.0,256,ITEM,"Item 0256: Tribune negatives including social work demonstration, University of Sydney, New South Wales, August 1977",ON 160/Item 0256,1045365,110369482,IE4508675,August 1977,1977-01-01 00:00:00,1977-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369482,http://archival.sl.nsw.gov.au/Details/archive/110369472,35,FL4508677|FL4508678|FL4508679|FL4508680|FL4508681|FL4508682|FL4508683|FL4508684|FL4508685|FL4508686|FL4508687|FL4508688|FL4508689|FL4508690|FL4508691|FL4508692|FL4508693|FL4508694|FL4508695|FL4508696|FL4508697|FL4508698|FL4508699|FL4508700|FL4508701|FL4508702|FL4508703|FL4508704|FL4508705|FL4508706|FL4508707|FL4508708|FL4508709|FL4508710|FL4508711,"Includes:|Fred Nichol, August 1977|Pollution, smoking chimney, August 1977|John Carrol, August 1977|Social work demonstration, Sydney University, August 1977|Sydney University social work demonstration, August 1977|Petra Kelley, August 1977",,demonstrations|welfare workers,,University of Sydney (N.S.W.)
3,1.0,314,ITEM,"Item 0314: Tribune negatives including protest over student sackings, University of Sydney and International Woman's Day, Adelaide, South Australia, March 1978",ON 160/Item 0314,1045466,110369546,IE4366275,March 1978,1978-01-01 00:00:00,1978-12-31 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369546,http://archival.sl.nsw.gov.au/Details/archive/110369529,34,FL4366369|FL4366373|FL4366375|FL4366377|FL4366379|FL4366383|FL4366385|FL4366389|FL4366393|FL4366396|FL4366399|FL4366404|FL4366408|FL4366413|FL4366415|FL4366416|FL4366419|FL4366422|FL4366426|FL4366428|FL4366431|FL4366433|FL4366435|FL4366438|FL4366439|FL4366441|FL4366442|FL4366445|FL4366447|FL4366449|FL4366451|FL4366453|FL4366456|FL4366457,"Includes:|Sydney University - protest over student sackings, March 1978|International Woman's Day, Adelaide, March 1978",,demonstrations|women|students,,University of Sydney (N.S.W.)
3,13.0,942,ITEM,"Item 0942: Tribune negatives including May Day march and University of Sydney, May 1986",ON 160/Item 0942,1055225,110370592,IE4464259,May 1986,1986-01-01 00:00:00,1986-12-31 00:00:00,39 negatives,http://archival.sl.nsw.gov.au/Details/archive/110370592,http://archival.sl.nsw.gov.au/Details/archive/110369628,39,FL4464330|FL4464332|FL4464334|FL4464336|FL4464337|FL4464338|FL4464339|FL4464341|FL4464342|FL4464344|FL4464345|FL4464348|FL4464350|FL4464352|FL4464353|FL4464357|FL4464358|FL4464359|FL4464364|FL4464369|FL4464370|FL4464372|FL4464374|FL4464376|FL4464378|FL4464380|FL4464383|FL4464385|FL4464387|FL4464388|FL4464391|FL4464393|FL4464394|FL4464395|FL4464397|FL4464398|FL4464400|FL4464401|FL4464402,"Includes:|Monorail, May 1986|May Day, May 1986|Peace bus, May 1986|Sydney University, May 1986|Apheda dinner, May 1986|Original negative sleeve titled Syd Uni May '86, Monorail exhib., Peace bus, May Day '86, Apheda dinner",,demonstrations|universities|university buildings,,University of Sydney (N.S.W.)
4,,18,ITEM,"Item 18: Tribune negatives including May Day march, George Street, Sydney, and monk speaking at The University of Sydney, New South Wales, 1973",ON 162/Item 18,1045766,110369786,IE4585479,1973,1973-01-01 00:00:00,1973-12-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369786,http://archival.sl.nsw.gov.au/Details/archive/110043817,36,FL4585532|FL4585533|FL4585534|FL4585536|FL4585537|FL4585539|FL4585542|FL4585546|FL4585548|FL4585550|FL4585551|FL4585554|FL4585557|FL4585558|FL4585559|FL4585562|FL4585563|FL4585564|FL4585565|FL4585567|FL4585569|FL4585574|FL4585575|FL4585577|FL4585579|FL4585581|FL4585582|FL4585585|FL4585587|FL4585588|FL4585590|FL4585593|FL4585594|FL4585597|FL4585600|FL4585602,"Original negative sleeve titled F786 May Day|Includes:|May Day march along George Street, Sydney - banners and signs being held include Miscellaneous Workers' Union ; Gay Liberation ; Land rights ; Liberate Zimbabwe ; Ban French tests ; and May Queen.|Buddhist monk[?] speaking in front of Clock Tower entrance, the Quadrangle, University of Sydney.",May Day (Labor holiday)--New South Wales.,demonstrations|posters & placards|banners|monks,,"George Street (Sydney, N.S.W.)|University of Sydney (N.S.W.)"
4,,24,ITEM,"Item 24: Tribune negatives including student rally, The University of Sydney, New South Wales, February 1988",ON 162/Item 24,1045784,110369799,IE4588929,February 1988,1988-01-01 00:00:00,1988-12-31 00:00:00,12 negatives,http://archival.sl.nsw.gov.au/Details/archive/110369799,http://archival.sl.nsw.gov.au/Details/archive/110043817,12,FL4588967|FL4588970|FL4588971|FL4588972|FL4588974|FL4588976|FL4588978|FL4588981|FL4588985|FL4588986|FL4588987|FL4588988,"Original negative sleeve titled File No. 2, Student rally, February '88|Includes:|Students holding large question mark sculptures and covering mouths, ears, or eyes with hands, outside building.|Speakers on lawn in front of Quadrangle, University of Sydney.",,university students|demonstrations,,University of Sydney (N.S.W.)
